City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description
344,Ghanzi,-21.5667,21.7833,61.93,23,0,5.14,BW,clear sky
345,Ryazanovskiy,55.55,39.4333,67.42,64,98,6.53,RU,light rain
346,Mehamn,71.0357,27.8492,62.44,63,60,6.98,NO,broken clouds
347,San Rafael,-34.6177,-68.3301,59.99,32,0,14.81,AR,clear sky
348,Singaraja,-8.112,115.0882,78.28,85,32,3.65,ID,scattered clouds
349,Boulsa,12.6675,-0.5758,86.18,53,2,6.78,BF,clear sky
350,Ulaangom,49.9811,92.0667,58.69,63,100,1.97,MN,overcast clouds
351,Villamontes,-21.25,-63.5,95.49,15,5,10.04,BO,clear sky
352,Najran,17.4924,44.1277,85.69,30,77,6.46,SA,broken clouds
353,Bajil,15.0584,43.2851,88.47,62,99,2.46,YE,overcast clouds
354,Patacamaya,-17.2333,-67.9167,58.15,18,2,7.61,BO,clear sky
355,Hermiston,45.8404,-119.2895,91.54,37,1,16.11,US,clear sky
356,Aktash,50.3,87.7333,40.44,87,95,1.7,RU,overcast clouds
357,Butterworth,5.3991,100.3638,82.99,84,20,2.3,MY,few clouds
358,Puerto Leguizamo,-0.1934,-74.7819,82.18,67,98,2.37,CO,overcast clouds
359,Jingdezhen,29.2947,117.2079,75.99,92,6,3.47,CN,light rain
360,Khandyga,62.6667,135.6,55.9,64,7,2.44,RU,clear sky
361,Chaman,30.9236,66.4512,80.42,14,0,4.76,PK,clear sky
362,Esperance,-33.8667,121.9,60.64,74,100,4.61,AU,light rain
363,Yulara,-25.2406,130.9889,39.04,60,0,5.75,AU,clear sky
364,Baculin,7.4525,126.5842,77.63,85,100,7.09,PH,moderate rain
365,Paraiso,9.8383,-83.8656,73.89,67,79,3.29,CR,broken clouds
366,Omboue,-1.5746,9.2618,74.34,85,100,9.17,GA,overcast clouds
367,Flinders,-34.5833,150.8552,55.2,86,50,9.62,AU,scattered clouds
368,Marinette,45.1,-87.6307,73.31,88,90,6.91,US,overcast clouds
369,Mattru,7.6244,-11.8332,76.01,78,93,4.41,SL,overcast clouds
370,Thunder Bay,48.4001,-89.3168,68.99,55,100,9.66,CA,overcast clouds
371,Shache,38.4167,77.2406,78.91,34,100,13.49,CN,light rain
372,Karratha,-20.7377,116.8463,69.67,66,59,6.08,AU,broken clouds
373,Lakatoro,-16.0999,167.4164,75.16,80,98,9.98,VU,overcast clouds
374,Chokurdakh,70.6333,147.9167,52.63,59,45,5.53,RU,scattered clouds
375,San Felipe,10.3399,-68.7425,82.26,63,100,6.24,VE,overcast clouds
376,Oriximina,-1.7656,-55.8661,91.29,34,11,5.84,BR,few clouds
377,Cascioarele,44.1261,26.4697,77.4,44,0,2.84,RO,clear sky
378,Port Blair,11.6667,92.75,82.02,83,100,14.38,IN,overcast clouds
379,Ponta Delgada,37.7333,-25.6667,72.32,60,75,6.91,PT,broken clouds
380,Beringovskiy,63.05,179.3167,43.75,87,100,25.7,RU,light rain
381,Galle,6.0367,80.217,78.87,85,100,14.94,LK,overcast clouds
382,Pirgos,35.1167,25.7178,82.47,54,0,10.69,GR,clear sky
383,Bonavista,48.6499,-53.1147,73.11,75,100,18.1,CA,overcast clouds
384,Bandar-E Lengeh,26.5579,54.8807,96.28,49,0,3.53,IR,clear sky
385,Avera,33.194,-82.5271,89.47,56,93,1.3,US,overcast clouds
386,Shirokiy,49.758,129.523,60.82,97,79,10.11,RU,broken clouds
387,Bathsheba,13.2167,-59.5167,86.61,66,20,11.5,BB,few clouds
388,Walvis Bay,-22.9575,14.5053,56.08,66,1,8.97,NA,clear sky
389,Xining,36.6167,101.7667,57.4,77,100,2.91,CN,overcast clouds
390,Teguise,29.0605,-13.564,71.82,73,75,12.66,ES,broken clouds
391,Estelle,29.8458,-90.1067,93.99,56,1,9.22,US,clear sky
392,Dire,12.2833,-10.9667,74.26,91,36,1.32,ML,scattered clouds
393,Hondo,32.45,130.2,80.87,83,98,5.41,JP,overcast clouds
394,Carazinho,-28.2839,-52.7864,71.15,66,0,5.55,BR,clear sky
395,Zhezkazgan,47.8043,67.7144,71.62,50,74,5.37,KZ,broken clouds
396,Kieta,-6.2167,155.6333,75.78,92,100,2.01,PG,light rain
397,Vardo,70.3705,31.1107,57.63,70,50,8.5,NO,scattered clouds
398,Newport,51.5877,-2.9984,62.85,86,32,19.8,GB,light rain
399,Tjome,59.1109,10.3933,61.72,92,75,3.44,NO,broken clouds
400,Emerald,-23.5333,148.1667,46.8,60,0,11.52,AU,clear sky
401,Tugulym,57.0591,64.6425,59.07,88,62,8.75,RU,broken clouds
402,Porto Novo,6.4965,2.6036,74.71,93,100,5.53,BJ,moderate rain
403,Umea,63.8284,20.2597,62.53,72,20,5.75,SE,few clouds
404,Mormugao,15.4,73.8,78.76,83,50,6.62,IN,scattered clouds
405,Aklavik,68.2191,-135.0107,47.12,66,100,9.15,CA,overcast clouds
406,Jiaocheng,24.6774,116.1389,79.27,95,75,2.04,CN,broken clouds
407,Camocim,-2.9022,-40.8411,86.14,58,34,14.56,BR,scattered clouds
408,Marsabit,2.3284,37.9899,68.02,55,39,23.04,KE,scattered clouds
409,Shimoda,34.6667,138.95,78.08,91,100,27.31,JP,heavy intensity rain
410,Podporozhye,60.9112,34.1706,60.75,98,100,9.82,RU,overcast clouds
411,Surin,14.8818,103.4936,78.17,87,100,7.54,TH,overcast clouds
412,Touros,-5.1989,-35.4608,81.5,69,46,19.71,BR,scattered clouds
413,Hami,42.8,93.45,79.86,22,3,8.41,CN,clear sky
414,Kavieng,-2.5744,150.7967,81.27,78,99,13.87,PG,moderate rain
415,Beloha,-25.1667,45.05,63.34,86,0,4.59,MG,clear sky
416,Petrov Val,50.1434,45.2096,74.89,30,96,9.64,RU,overcast clouds
417,Avesta,60.1455,16.1679,58.12,99,100,3.89,SE,overcast clouds
418,Keelung,25.1283,121.7419,79.52,90,75,9.84,TW,broken clouds
419,Storforshei,66.4043,14.5233,64.18,55,0,5.75,NO,clear sky
420,Nelson Bay,-32.7167,152.15,55.99,78,98,9.01,AU,overcast clouds
421,Campbell River,50.0163,-125.2446,65.26,85,100,1.99,CA,overcast clouds
422,Japura,-0.3167,102.35,76.71,94,99,2.95,ID,overcast clouds
423,Saskylakh,71.9167,114.0833,49.14,77,100,7.72,RU,overcast clouds
424,Verkhoyansk,67.5447,133.385,60.28,49,70,3.67,RU,broken clouds
425,Zhanaozen,43.3,52.8,90.46,16,0,1.88,KZ,clear sky
426,Hambantota,6.1241,81.1185,79.14,81,100,20.33,LK,overcast clouds
427,Wau,7.7029,27.9953,71.53,95,100,4.23,SS,light rain
428,Acapulco,16.8634,-99.8901,87.62,66,40,8.05,MX,scattered clouds
429,Mareeba,-17.0,145.4333,63.48,89,92,2.59,AU,overcast clouds
430,Visnes,59.3556,5.2242,62.58,82,75,2.3,NO,light rain
431,Atar,20.5169,-13.0499,96.58,35,0,12.33,MR,clear sky
432,Byron Bay,-28.65,153.6167,52.72,75,4,10.38,AU,clear sky
433,Calvinia,-31.4707,19.776,58.77,22,60,5.84,ZA,broken clouds
434,Jaggayyapeta,16.9,80.1,85.59,59,69,1.79,IN,broken clouds
435,Lagoa,39.05,-27.9833,68.43,66,10,11.01,PT,clear sky
436,Sao Felix Do Xingu,-6.6447,-51.995,97.07,20,39,4.68,BR,scattered clouds
437,Perth,-31.9333,115.8333,56.79,95,75,8.05,AU,broken clouds
438,Ornskoldsvik,63.2909,18.7153,67.82,55,90,8.05,SE,overcast clouds
439,Lompoc,34.6391,-120.4579,83.21,66,1,14.97,US,clear sky
440,Hamilton,39.1834,-84.5333,89.85,53,40,3.0,US,scattered clouds
441,Kijang,35.2442,129.2139,78.12,86,100,4.97,KR,overcast clouds
442,Saint-Francois,46.4154,3.9054,65.64,63,0,5.75,FR,clear sky
443,Xinzhou,38.4092,112.7333,68.07,85,62,1.57,CN,broken clouds
444,Auki,-8.7676,160.7034,76.48,85,99,3.22,SB,overcast clouds
445,Srandakan,-7.9386,110.2506,75.47,88,66,2.66,ID,broken clouds
446,Tucupita,9.0622,-62.051,84.65,68,74,5.64,VE,broken clouds
447,Codrington,-38.2667,141.9667,42.35,91,7,6.91,AU,clear sky
448,Kouango,4.9934,19.9619,70.52,97,100,3.62,CF,overcast clouds
449,Nome,64.5011,-165.4064,48.27,81,90,9.22,US,overcast clouds
450,Monywa,22.1167,95.1333,79.2,81,55,10.47,MM,broken clouds
451,Ambilobe,-13.2,49.05,69.22,85,87,3.18,MG,overcast clouds
452,Aksu,41.1231,80.2644,76.33,41,100,9.08,CN,overcast clouds
453,Weligama,5.9667,80.4167,77.83,87,100,13.56,LK,overcast clouds
454,Bulgan,48.8125,103.5347,54.52,79,100,3.47,MN,overcast clouds
455,Tessalit,20.1986,1.0114,96.78,23,63,7.78,ML,broken clouds
456,Yerbogachen,61.2767,108.0108,49.8,71,99,2.75,RU,overcast clouds
457,Leningradskiy,69.3833,178.4167,37.17,79,98,12.33,RU,overcast clouds
458,Okakarara,-20.5833,17.4333,60.73,25,1,4.03,NA,clear sky
459,Olafsvik,64.8945,-23.7142,55.72,78,48,4.27,IS,scattered clouds
460,Santa Cruz Do Capibaribe,-7.9575,-36.2047,72.07,67,72,14.0,BR,broken clouds
461,Alugan,12.2188,125.4808,78.35,85,98,4.23,PH,overcast clouds
462,Micheweni,-4.9667,39.8333,73.92,82,11,10.36,TZ,few clouds
463,Mubi,10.2676,13.2644,70.81,93,58,4.25,NG,broken clouds
464,Guerrero Negro,27.9769,-114.0611,82.02,54,47,10.85,MX,scattered clouds
465,Kalmunai,7.4167,81.8167,79.16,85,100,4.45,LK,overcast clouds
466,Keti Bandar,24.1447,67.4497,81.25,77,100,12.53,PK,overcast clouds
467,Acarau,-2.8856,-40.12,82.63,65,87,19.22,BR,overcast clouds
468,Pajapan,18.25,-94.7,86.16,69,97,8.9,MX,overcast clouds
469,Mount Isa,-20.7333,139.5,42.57,52,0,1.14,AU,clear sky
470,Los Llanos De Aridane,28.6585,-17.9182,71.35,95,20,12.66,ES,few clouds
471,Wadi Musa,30.3222,35.4793,76.1,41,0,5.3,JO,clear sky
472,Ballina,-28.8667,153.5667,52.79,77,24,9.64,AU,few clouds
473,Basoko,1.2391,23.616,70.72,83,79,1.83,CD,broken clouds
474,Terrace Bay,48.7834,-87.1,65.43,51,46,6.31,CA,scattered clouds
475,Berlevag,70.8578,29.0864,60.19,67,39,11.39,NO,scattered clouds
476,Nova Soure,-11.2333,-38.4833,74.05,65,51,13.85,BR,broken clouds
477,Zhengjiatun,43.5064,123.5064,68.72,80,1,4.92,CN,clear sky
478,Nokaneng,-19.6667,22.2667,64.11,21,0,7.58,BW,clear sky
479,San Patricio,28.017,-97.5169,95.41,43,0,16.89,US,clear sky
480,Panjab,34.388,67.0233,56.93,37,32,5.26,AF,scattered clouds
481,Stokmarknes,68.5646,14.9108,65.37,71,99,3.69,NO,overcast clouds
482,Umm Lajj,25.0213,37.2685,91.26,48,3,6.08,SA,clear sky
483,Gubkinskiy,64.434,76.5026,64.81,55,4,6.58,RU,clear sky
484,Kununurra,-15.7667,128.7333,55.38,58,20,5.75,AU,few clouds
485,Honningsvag,70.9821,25.9704,53.62,84,97,3.2,NO,overcast clouds
486,Beloeil,45.5668,-73.1992,85.84,74,92,1.01,CA,overcast clouds
487,Lynn Haven,30.2455,-85.6483,91.04,63,20,4.0,US,few clouds
488,Mount Gambier,-37.8333,140.7667,35.51,100,90,8.05,AU,overcast clouds
489,Provideniya,64.3833,-173.3,44.31,83,100,7.0,RU,light rain
490,Voh,-20.9667,164.7,62.96,82,100,3.47,NC,overcast clouds
491,Adrar,20.5022,-10.0711,97.43,22,11,12.01,MR,few clouds
492,Beni Mazar,28.4962,30.8029,91.58,35,0,17.92,EG,clear sky
493,Mikuni,36.2171,136.1519,79.3,85,1,6.53,JP,clear sky
494,Eenhana,-17.4667,16.3333,63.88,19,0,5.88,NA,clear sky
495,Minneapolis,44.98,-93.2638,74.07,89,90,1.99,US,overcast clouds
496,Columbus,39.9612,-82.9988,89.82,58,40,1.01,US,scattered clouds
497,Tabou,4.423,-7.3528,77.25,81,91,11.9,CI,overcast clouds
498,Te Anau,-45.4167,167.7167,34.52,99,100,4.74,NZ,moderate rain
499,Hella,67.2,14.4333,64.54,61,0,11.5,NO,clear sky
500,Beaufort,5.3473,115.7455,77.07,91,100,2.33,MY,moderate rain
501,Vung Tau,10.346,107.0843,80.19,85,100,11.99,VN,overcast clouds
502,Ginir,7.1333,40.7,65.08,56,99,12.68,ET,overcast clouds
503,Samarskoye,46.9336,39.6814,88.61,54,100,12.35,RU,overcast clouds
504,Hargeysa,9.56,44.065,73.8,57,87,17.27,SO,overcast clouds
505,Macusani,-14.0833,-70.4333,49.86,36,1,10.29,PE,clear sky
506,Bermeo,43.4209,-2.7215,66.94,79,41,8.72,ES,scattered clouds
507,Sarangani,5.4033,125.4636,79.07,82,100,10.42,PH,heavy intensity rain
508,Dali,25.7,100.1833,64.08,97,100,5.19,CN,overcast clouds
509,Eureka,40.8021,-124.1637,71.2,74,68,5.01,US,broken clouds
510,Burgeo,47.6167,-57.6152,65.28,91,89,8.79,CA,overcast clouds
511,Praia Da Vitoria,38.7333,-27.0667,72.75,64,32,10.76,PT,scattered clouds
512,Banjarmasin,-3.3244,114.591,77.14,89,89,3.4,ID,overcast clouds
513,Troitsko-Pechorsk,62.7084,56.1964,50.92,84,98,9.4,RU,overcast clouds
514,Aquiraz,-3.9014,-38.3911,84.29,72,62,14.14,BR,broken clouds
515,Velyka Mykhaylivka,47.0794,29.8514,65.62,63,0,6.69,UA,clear sky
516,Ascension,30.2169,-90.9001,94.05,53,1,0.0,US,clear sky
517,North Bend,43.4065,-124.2243,86.94,68,1,9.22,US,clear sky
518,Sibolga,1.7427,98.7792,76.44,90,96,2.57,ID,overcast clouds
519,Amaigbo,5.7892,7.8383,72.88,95,96,4.07,NG,moderate rain
520,Kanniyakumari,8.0833,77.5667,78.84,82,96,20.29,IN,overcast clouds
521,San Jeronimo,-11.9472,-75.2829,65.19,27,15,7.18,PE,few clouds
522,Haines Junction,60.7522,-137.5108,70.34,59,43,3.02,CA,scattered clouds
523,Natal,-5.795,-35.2094,81.25,65,0,13.8,BR,clear sky
524,Saraza,8.7356,117.78,79.52,84,100,2.64,PH,overcast clouds
525,Batagay,67.6333,134.6333,61.7,44,71,3.04,RU,broken clouds
526,Scarborough,54.2797,-0.4044,62.17,82,97,1.01,GB,overcast clouds
527,Balkanabat,39.5108,54.3671,97.21,13,0,7.61,TM,clear sky
528,Ippy,6.2679,21.2247,68.23,95,100,2.64,CF,overcast clouds
529,Ribeirao Branco,-24.2208,-48.7656,64.35,66,100,2.37,BR,overcast clouds
530,Sambava,-14.2667,50.1667,70.45,85,100,10.25,MG,light rain
531,Taltal,-25.4,-70.4833,57.63,72,33,5.7,CL,scattered clouds
532,Tabas,33.5959,56.9244,90.12,12,0,7.47,IR,clear sky
533,Rabo De Peixe,37.8,-25.5833,71.11,60,75,6.91,PT,broken clouds
534,Nicosia,35.1667,33.3667,84.29,69,40,11.5,CY,scattered clouds
535,Sorland,67.667,12.6934,57.65,79,100,12.55,NO,overcast clouds
536,Ucluelet,48.9329,-125.5528,68.04,92,100,6.38,CA,overcast clouds
537,Kawalu,-7.3817,108.2082,71.96,98,44,0.22,ID,scattered clouds
538,Pierre,44.3683,-100.351,88.72,42,1,8.05,US,clear sky
539,Morro Bay,35.3658,-120.8499,99.39,63,23,8.99,US,few clouds
540,Mount Darwin,-16.7725,31.5838,58.98,53,0,3.09,ZW,clear sky
541,Aguimes,27.9054,-15.4461,72.23,69,20,24.16,ES,few clouds
542,Bambous Virieux,-20.3428,57.7575,70.21,76,41,11.01,MU,light rain
543,Betioky,-23.7167,44.3833,63.3,59,2,3.91,MG,clear sky
544,Seka,17.9285,103.9552,77.74,88,90,3.11,TH,overcast clouds
545,Tigre,-34.426,-58.5796,80.26,53,0,5.75,AR,clear sky
546,Corinth,37.9407,22.9573,83.62,60,0,4.63,GR,clear sky
547,Iguape,-24.7081,-47.5553,66.99,86,75,8.05,BR,broken clouds
548,Bontang,0.1333,117.5,79.02,85,100,2.28,ID,overcast clouds
549,Kita,13.0349,-9.4895,73.92,92,100,4.85,ML,light rain
550,Havelock,34.8791,-76.9013,80.83,91,100,10.89,US,overcast clouds
551,Jaffna,9.6685,80.0074,83.01,79,91,13.71,LK,overcast clouds
552,Bilma,18.6853,12.9164,98.74,21,88,13.09,NE,overcast clouds
553,Imbituba,-28.24,-48.6703,67.89,83,100,12.12,BR,overcast clouds
554,Caltagirone,37.2368,14.5126,79.84,43,0,1.63,IT,clear sky
555,Ewa Beach,21.3156,-158.0072,84.15,58,40,18.41,US,scattered clouds
556,Santa Maria,-29.6842,-53.8069,76.59,60,0,4.92,BR,clear sky
557,Banda Aceh,5.5577,95.3222,79.63,83,88,7.29,ID,light rain
558,Pacific Grove,36.6177,-121.9166,86.81,78,20,4.0,US,few clouds
559,Luganville,-15.5333,167.1667,76.15,83,98,12.17,VU,overcast clouds
560,Irbil,36.1926,44.0106,94.82,16,78,4.61,IQ,broken clouds
561,Nicoya,10.1483,-85.452,80.15,78,100,3.11,CR,overcast clouds
562,Seguela,7.9611,-6.6731,78.17,59,82,3.02,CI,broken clouds
563,Buraydah,26.326,43.975,92.55,13,91,5.26,SA,overcast clouds
564,North Myrtle Beach,33.816,-78.68,84.49,80,20,11.5,US,few clouds
565,Nikolayevsk-Na-Amure,53.1406,140.73,48.25,97,99,3.53,RU,overcast clouds
566,Vila Franca Do Campo,37.7167,-25.4333,72.01,68,14,8.14,PT,few clouds
567,Malpe,13.35,74.7167,76.3,87,100,3.51,IN,overcast clouds
568,Baruun-Urt,46.6806,113.2792,64.96,55,100,5.73,MN,overcast clouds
569,Siyabuswa,-25.1132,29.0445,61.27,21,0,1.19,ZA,clear sky
570,Asahikawa,43.7678,142.3703,70.32,98,100,3.78,JP,overcast clouds
571,Vanimo,-2.6741,141.3028,76.37,84,94,3.53,PG,overcast clouds
572,Guadix,37.2993,-3.1392,79.47,25,0,4.59,ES,clear sky
573,Cheney,47.4874,-117.5758,81.77,44,75,12.66,US,broken clouds
574,Benghazi,32.1167,20.0667,81.82,69,0,12.71,LY,clear sky
575,San Juan,-31.5375,-68.5364,66.4,32,0,16.87,AR,clear sky
576,Sitka,57.0531,-135.33,62.49,82,75,8.05,US,broken clouds
577,Cortez,37.3489,-108.5859,86.41,12,75,13.8,US,haze
578,Kaduqli,11.0167,29.7167,74.32,86,100,4.74,SD,light rain
579,Carberry,49.8689,-99.3602,91.72,19,4,9.84,CA,clear sky
580,Dubbo,-32.25,148.6167,39.33,93,0,10.36,AU,clear sky
581,Santa Cruz,-17.8,-63.1667,89.06,27,5,29.93,BO,smoke
582,Gat,31.61,34.7642,83.08,76,0,7.85,IL,clear sky
583,Daman,20.4167,72.85,80.26,86,97,10.02,IN,overcast clouds
584,Zhumadian,32.9794,114.0294,74.97,92,4,0.47,CN,clear sky
585,Kimbe,-5.5502,150.1429,73.6,93,87,4.59,PG,overcast clouds
586,Nybro,56.7446,15.9071,62.04,91,14,1.83,SE,few clouds
587,Santa Marta,11.2408,-74.199,83.93,78,84,12.48,CO,broken clouds
588,Conceicao Do Araguaia,-8.2578,-49.2647,95.76,22,7,5.5,BR,clear sky
589,Hualmay,-11.0964,-77.6139,67.64,70,18,12.97,PE,few clouds
590,Poros,37.4994,23.4536,84.61,59,0,5.53,GR,clear sky
591,Dryden,49.7833,-92.7503,77.4,42,100,6.42,CA,overcast clouds
592,Onega,63.9061,38.1404,55.98,66,87,9.28,RU,overcast clouds
593,Massakory,12.996,15.7293,80.11,73,39,6.98,TD,light rain
594,Altona,53.55,9.9333,64.15,91,75,3.44,DE,broken clouds
595,Polunochnoye,60.8697,60.4153,52.5,92,100,5.64,RU,overcast clouds
596,Luau,-10.7073,22.2247,67.21,17,12,3.83,AO,few clouds
597,Herouville-Saint-Clair,49.2109,-0.3065,61.79,82,75,14.97,FR,broken clouds
598,Bejar,40.3864,-5.7634,64.54,33,55,5.06,ES,broken clouds
599,Tiksi,71.6872,128.8694,45.86,83,48,4.16,RU,scattered clouds
600,Angoche,-16.2325,39.9086,72.86,76,0,8.12,MZ,clear sky
601,Iralaya,15.0,-83.2333,83.44,74,66,10.83,HN,broken clouds
602,Tiznit,29.5833,-9.5,65.82,78,15,6.24,MA,few clouds
603,Gayny,60.3071,54.3241,47.79,88,8,4.52,RU,clear sky
604,Limoeiro Do Ajuru,-1.8953,-49.3806,90.09,51,34,3.89,BR,scattered clouds
605,Rincon,32.296,-81.2354,86.86,75,75,1.01,US,broken clouds
606,Gizo,-8.103,156.8419,81.32,76,72,11.88,SB,broken clouds
607,Capinopolis,-18.6819,-49.5697,81.77,27,0,7.96,BR,clear sky
608,Kayes,14.0,-11.0,80.78,67,100,7.05,ML,overcast clouds
609,Ambulu,-8.345,113.6058,74.52,92,80,4.07,ID,broken clouds
610,Severomuysk,56.1481,113.4267,51.28,89,100,1.95,RU,overcast clouds
611,Shelburne,44.0787,-80.2041,78.13,70,41,6.08,CA,scattered clouds
612,Kappeln,54.6612,9.9313,62.98,83,100,7.27,DE,overcast clouds
613,Vaitape,-16.5167,-151.75,78.06,71,25,7.96,PF,scattered clouds
614,Nianzishan,47.5167,122.8833,63.81,89,2,3.89,CN,clear sky
615,Malakal,9.5334,31.6605,73.0,96,100,4.85,SS,overcast clouds
616,Filingue,14.3521,3.3168,95.68,38,5,8.39,NE,clear sky
617,Samarai,-10.6167,150.6667,77.38,86,91,15.48,PG,overcast clouds
618,Villiers,-27.0303,28.6006,51.82,18,0,2.62,ZA,clear sky
619,Arman,59.7,150.1667,56.79,71,14,6.04,RU,few clouds
620,Cotonou,6.3654,2.4183,75.97,90,100,7.38,BJ,moderate rain
621,Paamiut,61.994,-49.6678,41.81,94,100,9.19,GL,moderate rain
622,Dothan,31.2232,-85.3905,93.31,58,1,1.01,US,clear sky
623,Abu Kamal,34.4506,40.9171,95.94,20,0,8.59,SY,clear sky
624,Tambacounda,13.7539,-13.7586,79.84,76,38,7.23,SN,scattered clouds
625,Sungaipenuh,-2.0833,101.3833,64.22,97,17,1.79,ID,few clouds
626,Khani,41.9563,42.9566,67.57,89,87,5.1,GE,light rain
627,Lakselv,70.0513,24.9718,64.22,88,99,2.3,NO,overcast clouds
628,Sisimiut,66.9395,-53.6735,41.29,94,100,9.24,GL,light rain
629,Dalvik,65.9702,-18.5286,57.9,73,85,3.65,IS,overcast clouds
630,Kalengwa,-13.4659,25.0027,59.29,26,0,4.56,ZM,clear sky
631,Orocue,4.7912,-71.3354,88.09,54,51,6.73,CO,broken clouds
632,Sakakah,29.9697,40.2064,92.66,15,0,2.08,SA,clear sky
633,Kidal,18.4411,1.4078,90.25,37,87,14.03,ML,overcast clouds
634,Nampula,-15.1165,39.2666,67.95,94,40,5.75,MZ,scattered clouds
635,Saint-Jean-De-Luz,43.3891,-1.6581,67.91,79,75,3.44,FR,broken clouds
636,Afzalpur,17.2,76.35,78.57,74,96,15.43,IN,overcast clouds
637,San Cristobal,7.7669,-72.225,84.38,47,60,6.85,VE,broken clouds
638,Bethanien,-26.502,17.1583,63.09,15,0,7.87,NA,clear sky
639,Itarema,-2.9248,-39.9167,81.37,68,93,18.37,BR,overcast clouds
640,Moerai,-22.4333,-151.3333,75.49,81,1,13.76,PF,clear sky
641,Valparaiso,-33.0393,-71.6273,56.84,72,90,0.0,CL,overcast clouds
642,La Reforma,25.0833,-108.05,96.75,62,98,8.84,MX,overcast clouds
643,Bitung,1.4451,125.1824,79.65,84,100,13.42,ID,overcast clouds
644,Lata,40.1629,-8.3327,64.92,80,32,6.42,PT,scattered clouds
645,Galveston,29.3669,-94.9669,95.18,72,1,3.0,US,clear sky
646,Namwala,-15.7504,26.4384,64.45,25,0,5.08,ZM,clear sky
647,Tazmalt,36.3868,4.3989,86.32,34,84,6.06,DZ,broken clouds
648,Aykhal,66.0,111.5,48.92,90,100,7.36,RU,overcast clouds
649,Karsava,56.7841,27.6883,60.21,89,100,7.2,LV,overcast clouds
650,Tuatapere,-46.1333,167.6833,35.82,96,100,2.95,NZ,overcast clouds
651,Irtyshskiy,58.3333,68.1333,56.55,98,100,5.79,RU,overcast clouds
652,Ahipara,-35.1667,173.1667,54.23,87,99,8.88,NZ,light rain
653,Marquette,46.5333,-87.6335,69.24,73,100,7.36,US,overcast clouds
654,Kushiro,42.975,144.3747,70.21,96,39,2.15,JP,scattered clouds
655,Yaan,7.3833,8.5667,71.56,96,64,4.21,NG,broken clouds
656,Kedgwick,47.6446,-67.3434,68.99,87,99,6.26,CA,overcast clouds
657,Asfi,32.2994,-9.2372,71.1,77,83,17.05,MA,broken clouds
658,Rockport,28.0206,-97.0544,95.25,69,40,1.99,US,scattered clouds
659,Dunedin,-45.8742,170.5036,39.79,73,100,1.01,NZ,overcast clouds
660,Serebryansk,49.6925,83.2892,57.87,64,25,0.58,KZ,scattered clouds
661,La Romana,18.4273,-68.9728,82.76,78,40,11.5,DO,scattered clouds
662,Marienburg,54.0359,19.0266,69.89,67,100,5.28,PL,overcast clouds
663,Yanggu,36.1106,115.7753,74.97,82,88,4.32,CN,overcast clouds
664,Necochea,-38.5473,-58.7368,55.04,63,48,13.35,AR,scattered clouds
665,Fort-Shevchenko,44.5086,50.263,90.45,30,0,22.15,KZ,clear sky
666,Morondava,-20.2833,44.2833,73.35,67,0,14.92,MG,clear sky
667,Ust-Koksa,50.2696,85.6108,50.2,86,8,0.92,RU,clear sky
668,Gainesville,29.6516,-82.3248,92.75,75,40,6.91,US,scattered clouds
669,Bandrele,-12.9067,45.1914,71.35,88,0,8.05,YT,clear sky
670,Monte Azul,-15.155,-42.8747,77.83,23,100,10.42,BR,overcast clouds
671,Verkhnedneprovskiy,54.9813,33.3457,60.44,94,100,5.88,RU,overcast clouds
672,Gilgit,35.9221,74.3087,79.66,50,59,2.15,PK,broken clouds
673,Goderich,43.7501,-81.7165,82.2,73,1,4.0,CA,clear sky
674,Santiago,-33.4569,-70.6483,49.44,81,90,3.44,CL,mist
675,Richards Bay,-28.783,32.0377,61.23,83,0,4.16,ZA,clear sky
676,Ocean City,39.2776,-74.5746,83.25,80,100,18.34,US,overcast clouds
677,Port Pirie,-33.1833,138.0167,35.69,76,0,6.69,AU,clear sky
678,Oktyabrsk,49.4744,57.4233,72.64,28,2,2.86,KZ,clear sky
679,Barinas,8.6226,-70.2075,87.67,53,86,5.12,VE,overcast clouds
680,Sorong,-0.8833,131.25,77.76,88,100,7.0,ID,moderate rain
681,Boende,-0.2167,20.8667,70.2,89,100,3.09,CD,overcast clouds
682,Togur,58.3631,82.8265,59.94,94,96,4.9,RU,overcast clouds
683,Hartford,41.7668,-72.7662,86.05,62,75,1.01,US,broken clouds
684,Sur,22.5667,59.5289,90.48,54,90,11.32,OM,overcast clouds
685,Kuzovatovo,53.5468,47.6866,68.56,45,96,2.84,RU,overcast clouds
686,Dauphin,51.1494,-100.0502,92.08,20,5,11.92,CA,clear sky
687,Kavaratti,10.5669,72.642,81.46,79,100,20.65,IN,overcast clouds
688,Rumoi,43.9344,141.6428,71.51,93,100,9.73,JP,light rain
689,Gallup,35.5281,-108.7426,88.56,17,1,5.99,US,clear sky
690,Omsukchan,62.5333,155.8,48.36,90,100,4.83,RU,overcast clouds
691,Madimba,-10.4,40.3333,70.61,85,1,5.99,TZ,clear sky
692,Bako,5.7833,36.5667,71.02,53,78,3.36,ET,broken clouds
693,Ranot,7.7777,100.3213,81.23,79,75,12.19,TH,broken clouds
694,Arkhangelsk,64.5401,40.5433,50.11,87,0,4.47,RU,clear sky
